reach_id,pass,total_fish
POSE.20170403.02,2,31
POSE.20170403.02,3,18
POSE.20170404.05,1,201
POSE.20170404.07,1,99
POSE.20170404.07,2,42
POSE.20170404.07,3,17
POSE.20170405.08,1,110
POSE.20170405.09,1,63
POSE.20170405.09,2,33
POSE.20170405.09,3,40
POSE.20171030.01,1,92
POSE.20171030.02,1,61
POSE.20171030.02,2,40
POSE.20171030.02,3,25
POSE.20171031.05,1,164
POSE.20171031.07,1,63
POSE.20171031.07,2,43
POSE.20171031.07,3,32
POSE.20171101.08,1,68
POSE.20171101.09,1,67
POSE.20171101.09,2,31
POSE.20171101.09,3,22
POSE.20180402.02,1,63
POSE.20180402.02,2,30
POSE.20180402.02,3,29
POSE.20180402.03,1,74
POSE.20180403.06,1,128
POSE.20180403.07,1,47
POSE.20180403.07,2,27
POSE.20180403.07,3,22
POSE.20180404.09,1,40
POSE.20180404.09,2,23
POSE.20180404.09,3,15
POSE.20180404.10,1,65
POSE.20181112.02,1,81
POSE.20181112.02,2,48
POSE.20181112.02,3,37
POSE.20181112.03,1,97
POSE.20181113.06,1,108
POSE.20181113.07,1,68
POSE.20181113.07,2,53
POSE.20181113.07,3,27
POSE.20181114.09,1,84
POSE.20181114.09,2,41
POSE.20181114.09,3,21
POSE.20181114.10,1,78
POSE.20190408.01,1,96
POSE.20190408.02,1,65
POSE.20190408.02,2,40
POSE.20190408.02,3,23
POSE.20190409.04,1,117
POSE.20190409.05,1,114
POSE.20190410.07,1,118
POSE.20190410.07,2,74
POSE.20190410.07,3,46
POSE.20190411.09,1,85
POSE.20190411.09,2,40
POSE.20190411.09,3,21
POSE.20191111.01,1,123
POSE.20191111.02,1,93
POSE.20191111.02,2,51
POSE.20191111.02,3,46
POSE.20191112.04,1,118
POSE.20191112.05,1,120
POSE.20191112.07,1,101
POSE.20191112.07,2,34
POSE.20191112.07,3,25
POSE.20191114.09,1,95
POSE.20191114.09,2,49
POSE.20191114.09,3,29
POSE.20201109.02,1,106
POSE.20201109.02,2,62
POSE.20201109.02,3,31
POSE.20201109.03,1,41
POSE.20201109.06,1,85
POSE.20201110.07,1,71
POSE.20201110.07,2,58
POSE.20201110.07,3,29
POSE.20201110.08,1,40
POSE.20201111.09,1,66
POSE.20201111.09,2,50
POSE.20201111.09,3,8
POSE.20210405.01,1,122
POSE.20210405.02,1,64
POSE.20210405.02,2,26
POSE.20210405.02,3,23
POSE.20210406.04,1,65
POSE.20210406.07,1,71
POSE.20210406.07,2,30
POSE.20210406.07,3,23
POSE.20210407.09,1,72
POSE.20210407.09,2,32
POSE.20210407.09,3,25
POSE.20210407.10,1,62
POSE.20211025.01,1,86
POSE.20211025.02,1,58
POSE.20211025.02,2,32
POSE.20211025.02,3,20
POSE.20211026.04,1,38
POSE.20211026.07,1,77
POSE.20211026.07,2,34
POSE.20211026.07,3,19
POSE.20211027.09,1,69
POSE.20211027.09,2,49
POSE.20211027.09,3,34
POSE.20211027.10,1,82
POSE.20220404.02,1,55
POSE.20220404.02,2,17
POSE.20220404.02,3,11
POSE.20220404.03,1,46
POSE.20220405.05,1,82
POSE.20220405.07,1,48
POSE.20220405.07,2,19
POSE.20220405.07,3,9
POSE.20220406.08,1,23
POSE.20220406.09,1,30
POSE.20220406.09,2,7
POSE.20220406.09,3,8
POSE.20221031.02,1,56
POSE.20221031.02,2,25
POSE.20221031.02,3,13
POSE.20221031.03,1,53
POSE.20221101.07,1,79
POSE.20221101.07,2,29
POSE.20221101.07,3,18
POSE.20221102.08,1,58
POSE.20221102.09,1,83
POSE.20221102.09,2,41
POSE.20221102.09,3,38
POSE.20221103.05,1,90
PRIN.20170227.05,1,105
PRIN.20170228.03,1,63
PRIN.20170228.03,2,71
PRIN.20170228.03,3,63
PRIN.20170301.07,1,68
PRIN.20170301.07,2,57
PRIN.20170301.07,3,62
PRIN.20170302.10,1,83
PRIN.20170302.10,2,47
PRIN.20170302.10,3,41
PRIN.20170303.09,1,156
PRIN.20171113.02,1,142
PRIN.20171114.03,1,188
PRIN.20171114.03,2,149
PRIN.20171114.03,3,90
PRIN.20171115.05,1,264
PRIN.20171115.07,1,181
PRIN.20171115.07,2,193
PRIN.20171115.07,3,122
PRIN.20171116.09,1,159
PRIN.20171116.10,1,90
PRIN.20171116.10,2,72
PRIN.20171116.10,3,50
PRIN.20180319.01,1,17
PRIN.20180320.03,1,43
PRIN.20180320.03,2,31
PRIN.20180320.03,3,28
PRIN.20180321.07,1,58
PRIN.20180321.07,2,28
PRIN.20180321.07,3,29
PRIN.20180321.08,1,12
PRIN.20180322.04,1,54
PRIN.20180322.10,1,19
PRIN.20180322.10,2,15
PRIN.20180322.10,3,8
PRIN.20181113.07,1,60
PRIN.20181113.07,2,29
PRIN.20181113.07,3,31
PRIN.20181113.08,1,27
PRIN.20181114.01,1,9
PRIN.20181114.03,1,30
PRIN.20181114.03,2,34
PRIN.20181114.03,3,14
PRIN.20181114.04,1,42
PRIN.20181115.10,1,19
PRIN.20181115.10,2,36
PRIN.20181115.10,3,16
PRIN.20190225.05,1,67
PRIN.20190226.02,1,22
PRIN.20190226.03,1,37
PRIN.20190226.03,2,41
PRIN.20190226.03,3,27
PRIN.20190227.10,1,24
PRIN.20190227.10,2,21
PRIN.20190227.10,3,17
PRIN.20190228.07,1,63
PRIN.20190228.07,2,35
PRIN.20190228.07,3,36
PRIN.20190301.06,1,135
PRIN.20191118.02,1,22
PRIN.20191118.03,1,44
PRIN.20191118.03,2,28
PRIN.20191118.03,3,19
PRIN.20191119.05,1,95
PRIN.20191119.06,1,165
PRIN.20191119.07,1,218
PRIN.20191119.07,2,190
PRIN.20191119.07,3,37
PRIN.20191120.10,1,16
PRIN.20191120.10,2,18
PRIN.20191120.10,3,14
PRIN.20200309.01,1,112
PRIN.20200310.03,1,38
PRIN.20200310.03,2,101
PRIN.20200310.03,3,39
PRIN.20200310.04,1,155
PRIN.20200311.10,1,41
PRIN.20200311.10,2,38
PRIN.20200311.10,3,18
PRIN.20200312.07,1,109
PRIN.20200312.07,2,93
PRIN.20200312.07,3,59
PRIN.20200312.09,1,105
PRIN.20211115.02,1,105
PRIN.20211116.03,1,261
PRIN.20211116.03,2,215
PRIN.20211116.03,3,177
PRIN.20211116.06,1,132
PRIN.20211117.07,1,164
PRIN.20211117.07,2,249
PRIN.20211117.07,3,115
PRIN.20211118.08,1,206
PRIN.20211119.10,1,335
PRIN.20211119.10,2,173
PRIN.20211119.10,3,108
REDB.20161019.01,1,24
REDB.20161020.02,1,20
REDB.20161020.02,2,11
REDB.20161020.02,3,9
REDB.20161020.09,1,31
REDB.20161021.05,1,31
REDB.20161021.05,2,16
REDB.20161021.05,3,9
REDB.20161022.07,1,18
REDB.20161022.07,2,14
REDB.20161022.07,3,10
REDB.20161022.10,1,18
REDB.20170414.10,1,15
REDB.20171018.01,1,20
REDB.20171019.02,1,5
REDB.20171019.02,2,6
REDB.20171019.02,3,8
REDB.20171019.05,1,17
REDB.20171019.05,2,5
REDB.20171020.07,1,12
REDB.20171020.07,2,17
REDB.20171020.07,3,8
REDB.20171020.09,1,7
REDB.20171020.10,1,6
REDB.20171021.05,1,13
REDB.20171021.05,2,2
REDB.20171021.05,3,2
REDB.20180423.02,2,1
REDB.20180423.02,3,1
REDB.20180424.04,1,3
REDB.20180425.06,1,2
REDB.20180425.07,1,2
REDB.20180425.07,2,3
REDB.20180425.07,3,1
REDB.20180427.05,1,2
REDB.20180427.05,2,1
REDB.20180427.05,3,1
REDB.20181015.02,2,1
REDB.20181016.03,1,2
REDB.20181016.04,1,2
REDB.20181017.05,1,2
REDB.20181017.05,2,1
REDB.20181017.06,1,9
REDB.20181018.07,1,6
REDB.20181018.07,2,3
REDB.20181018.07,3,4
REDB.20191014.01,1,5
REDB.20191014.02,1,14
REDB.20191014.02,2,3
REDB.20191014.02,3,3
REDB.20191015.05,1,6
REDB.20191015.05,2,2
REDB.20191015.05,3,1
REDB.20191016.07,1,4
REDB.20191016.07,2,5
REDB.20191016.07,3,2
REDB.20191016.08,1,3
REDB.20191016.09,1,4
REDB.20221024.02,1,3
REDB.20221024.02,3,2
REDB.20221025.03,1,5
REDB.20221025.04,1,1
REDB.20221026.05,1,1
REDB.20221026.05,2,1
REDB.20221027.07,1,3
REDB.20221027.07,3,1
REDB.20221027.10,1,4
SYCA.20190220.04,1,2
SYCA.20190220.04,2,2
SYCA.20190220.04,3,2
SYCA.20190625.03,1,34
SYCA.20190625.04,1,158
SYCA.20190625.04,2,95
SYCA.20190625.04,3,69
SYCA.20190626.06,1,135
SYCA.20190626.06,2,99
SYCA.20190626.06,3,56
SYCA.20190626.07,1,6
SYCA.20190627.09,1,711
SYCA.20190627.10,1,296
SYCA.20190627.10,2,121
SYCA.20190627.10,3,95
SYCA.20200203.01,1,33
SYCA.20200203.02,1,116
SYCA.20200204.04,1,33
SYCA.20200204.04,2,46
SYCA.20200204.04,3,41
SYCA.20200205.06,1,112
SYCA.20200205.06,2,51
SYCA.20200205.06,3,112
SYCA.20200205.08,1,39
SYCA.20200206.10,1,137
SYCA.20200206.10,2,102
SYCA.20200206.10,3,69
SYCA.20201014.06,1,705
SYCA.20201014.06,2,501
SYCA.20201014.06,3,339
SYCA.20220131.01,1,54
SYCA.20220201.06,1,54
SYCA.20220201.06,2,146
SYCA.20220201.06,3,52
SYCA.20220202.04,1,533
SYCA.20220202.04,2,287
SYCA.20220202.04,3,167
SYCA.20220203.10,1,158
SYCA.20220203.10,2,125
SYCA.20220203.10,3,232
SYCA.20220628.06,1,461
SYCA.20220628.06,2,419
SYCA.20220629.04,1,666
SYCA.20220629.04,2,398
SYCA.20220630.09,1,426
TECR.20191014.01,1,27
TECR.20191014.01,2,24
TECR.20191014.01,3,13
TECR.20191015.03,1,46
TECR.20191015.05,1,53
TECR.20191015.05,2,26
TECR.20191015.05,3,26
TECR.20191016.06,1,53
TECR.20191016.06,2,38
TECR.20191016.06,3,20
TECR.20191016.07,1,106
TECR.20191017.09,1,58
TECR.20210601.01,1,55
TECR.20210601.01,2,20
TECR.20210601.01,3,20
TECR.20210602.02,1,51
TECR.20210602.09,1,62
TECR.20210603.05,1,73
TECR.20210603.05,2,24
TECR.20210603.05,3,19
TECR.20210604.06,1,68
TECR.20210604.06,2,27
TECR.20210604.06,3,14
TECR.20220516.08,1,33
TECR.20220517.04,1,39
TECR.20220517.05,1,51
TECR.20220517.05,2,20
TECR.20220517.05,3,17
TECR.20220518.03,1,55
TECR.20220518.06,1,65
TECR.20220518.06,2,26
TECR.20220518.06,3,13
TECR.20221012.05,1,44
TECR.20221012.05,2,22
TECR.20221012.05,3,22
WALK.20160329.01,1,93
WALK.20160329.01,2,44
WALK.20160329.01,3,10
WALK.20160330.03,1,13
WALK.20161102.01,1,83
WALK.20161102.01,2,20
WALK.20161102.01,3,10
WALK.20161102.02,1,41
WALK.20170314.01,1,168
WALK.20170314.01,2,33
WALK.20170314.01,3,18
WALK.20170315.03,1,112
WALK.20170315.03,2,35
WALK.20170315.03,3,18
WALK.20170315.04,1,189
WALK.20170315.05,1,57
WALK.20170315.05,2,33
WALK.20170315.05,3,11
WALK.20170315.07,1,22
WALK.20170316.05,1,114
WALK.20170316.05,2,66
WALK.20170316.05,3,22
WALK.20170316.07,1,44
WALK.20171024.01,1,210
WALK.20171024.01,2,55
WALK.20171024.01,3,28
WALK.20171025.03,1,107
WALK.20171025.03,2,32
WALK.20171025.03,3,9
WALK.20171025.04,1,91
WALK.20171026.05,1,162
WALK.20171026.05,2,50
WALK.20171026.05,3,15
WALK.20171026.07,1,42
WALK.20180320.01,1,39
WALK.20180320.01,2,29
WALK.20180320.01,3,16
WALK.20180320.02,1,73
WALK.20180321.03,1,45
WALK.20180321.03,2,7
WALK.20180328.05,1,34
WALK.20180328.05,2,22
WALK.20180328.05,3,13
WALK.20180329.06,1,98
WALK.20180329.08,1,10
WALK.20181106.01,1,101
WALK.20181106.01,2,27
WALK.20181106.01,3,9
WALK.20181106.02,1,103
WALK.20181107.03,1,97
WALK.20181107.03,2,18
WALK.20181107.04,3,4
WALK.20181107.05,1,93
WALK.20181107.05,2,24
WALK.20181107.05,3,4
WALK.20181108.06,1,155
WALK.20181108.08,1,25
WALK.20190319.01,1,61
WALK.20190319.01,2,18
WALK.20190319.01,3,8
WALK.20190320.03,1,44
WALK.20190320.03,2,14
WALK.20190320.03,3,3
WALK.20190320.05,1,40
WALK.20190320.05,2,15
WALK.20190320.05,3,5
WALK.20190321.07,1,35
WALK.20190321.09,1,23
WALK.20190321.10,1,4
WALK.20191105.01,1,136
WALK.20191105.01,2,37
WALK.20191105.01,3,9
WALK.20191106.03,1,63
WALK.20191106.03,2,11
WALK.20191106.03,3,2
WALK.20191106.05,1,88
WALK.20191106.05,2,25
WALK.20191106.05,3,12
WALK.20191107.07,1,55
WALK.20191107.09,1,42
WALK.20191107.10,1,5
WALK.20200318.01,1,39
WALK.20200318.01,2,27
WALK.20200318.01,3,8
WALK.20200318.02,1,66
WALK.20200319.03,1,44
WALK.20200319.03,2,13
WALK.20200319.03,3,7
WALK.20200319.04,1,46
WALK.20200320.05,1,61
WALK.20201102.01,1,105
WALK.20201102.01,2,54
WALK.20201102.01,3,27
WALK.20201102.02,1,97
WALK.20201103.03,1,67
WALK.20201103.03,2,28
WALK.20201103.03,3,13
WALK.20201103.04,1,89
WALK.20201104.05,1,114
WALK.20201104.05,2,53
WALK.20201104.05,3,20
WALK.20201104.08,1,59
WALK.20210324.05,1,70
WALK.20210324.05,2,26
WALK.20210324.05,3,14
WALK.20211109.01,1,92
WALK.20211109.01,2,21
WALK.20211109.01,3,6
WALK.20211109.03,1,34
WALK.20211109.03,2,20
WALK.20211109.03,3,3
WALK.20211110.05,1,107
WALK.20211110.05,2,27
WALK.20211110.05,3,7
WALK.20211110.07,1,44
WALK.20211111.09,1,34
WALK.20211111.10,1,11
WALK.20220322.01,1,40
WALK.20220322.01,2,19
WALK.20220322.01,3,2
WALK.20220322.03,1,32
WALK.20220322.03,2,8
WALK.20220322.03,3,2
WALK.20220323.04,1,51
WALK.20220324.05,1,59
WALK.20220324.05,2,23
WALK.20220324.05,3,11
WALK.20220324.07,1,22
WALK.20220324.08,1,31
WALK.20221108.01,1,169
WALK.20221108.01,2,58
WALK.20221108.01,3,29
WALK.20221108.03,1,58
WALK.20221108.03,2,28
WALK.20221108.03,3,9
WALK.20221109.04,1,124
WALK.20221109.05,1,131
WALK.20221109.05,2,42
WALK.20221109.05,3,20
WALK.20221110.07,1,44
WALK.20221110.08,1,49
WLOU.20170605.01,1,1
WLOU.20170605.01,2,4
WLOU.20170605.02,1,3
WLOU.20170605.08,1,2
WLOU.20170605.09,1,1
WLOU.20170606.04,1,6
WLOU.20170606.04,2,4
WLOU.20170606.04,3,3
WLOU.20170607.07,1,9
WLOU.20170607.07,2,2
WLOU.20170607.07,3,1
WLOU.20170927.01,1,5
WLOU.20170927.01,2,5
WLOU.20170927.01,3,7
WLOU.20170927.02,1,9
WLOU.20170927.04,1,31
WLOU.20170927.04,2,8
WLOU.20170927.04,3,4
WLOU.20170928.07,1,13
WLOU.20170928.07,2,6
WLOU.20170928.07,3,5
WLOU.20170928.08,1,8
WLOU.20170928.09,1,6
WLOU.20180529.01,1,7
WLOU.20180529.01,2,3
WLOU.20180529.03,1,6
WLOU.20180530.04,1,6
WLOU.20180530.04,2,7
WLOU.20180530.04,3,5
WLOU.20180530.05,1,3
WLOU.20180531.07,1,2
WLOU.20180531.07,2,5
WLOU.20180531.07,3,2
WLOU.20180531.10,1,1
WLOU.20180924.01,1,7
WLOU.20180924.01,2,7
WLOU.20180924.01,3,3
WLOU.20180924.03,1,22
WLOU.20180925.04,1,20
WLOU.20180925.04,2,5
WLOU.20180925.04,3,5
WLOU.20180925.05,1,22
WLOU.20180925.07,1,22
WLOU.20180925.07,2,1
WLOU.20180925.10,1,3
WLOU.20190923.01,1,15
WLOU.20190923.01,2,14
WLOU.20190923.01,3,6
WLOU.20190923.02,1,32
WLOU.20190924.04,1,31
WLOU.20190924.04,2,7
WLOU.20190924.04,3,14
WLOU.20190924.06,1,25
WLOU.20190925.07,1,17
WLOU.20190925.07,2,3
WLOU.20190925.07,3,5
WLOU.20190925.09,1,11
WLOU.20210525.01,1,4
WLOU.20210525.01,2,6
WLOU.20210525.01,3,4
WLOU.20210525.04,1,7
WLOU.20210525.04,2,5
WLOU.20210525.04,3,4
WLOU.20210526.05,1,4
WLOU.20210526.07,1,10
WLOU.20210526.07,2,4
WLOU.20210526.07,3,4
WLOU.20210526.08,1,2
WLOU.20210927.01,1,8
WLOU.20210927.01,2,15
WLOU.20210927.01,3,6
WLOU.20210928.04,1,15
WLOU.20210928.04,2,16
WLOU.20210928.04,3,10
WLOU.20210928.05,1,21
WLOU.20210928.08,1,6
WLOU.20210929.07,1,20
WLOU.20210929.07,2,10
WLOU.20210929.07,3,5
WLOU.20210929.10,1,5
WLOU.20220711.01,1,8
WLOU.20220711.01,3,4
WLOU.20220711.02,1,4
WLOU.20220712.03,1,10
WLOU.20220712.04,1,10
WLOU.20220712.04,2,7
WLOU.20220712.04,3,8
WLOU.20220713.06,1,9
WLOU.20220713.07,1,3
WLOU.20220713.07,2,5
WLOU.20220713.07,3,4
WLOU.20220919.01,1,9
WLOU.20220919.01,2,11
WLOU.20220919.01,3,6
WLOU.20220920.04,1,21
WLOU.20220920.04,2,16
WLOU.20220920.04,3,6
WLOU.20220920.07,1,25
WLOU.20220920.07,2,9
WLOU.20220920.07,3,5
WLOU.20220921.08,1,13
WLOU.20220921.09,1,7
WLOU.20220922.10,1,1
